class,probability,count
6023,1.5174967373820147e-05,6
6024,2.7820773518670267e-05,11
6025,4.046657966352039e-05,16
6026,2.7820773518670267e-05,11
6027,3.793741843455037e-05,15
6028,3.0349934747640294e-05,12
6029,4.552490212146044e-05,18
6030,3.5408257205580345e-05,14
6031,6.069986949528059e-05,24
6032,1.2645806144850122e-05,5
6033,3.793741843455037e-05,15
6034,1.2645806144850122e-05,5
6035,1.7704128602790172e-05,7
6036,4.552490212146044e-05,18
6037,4.552490212146044e-05,18
6038,5.311238580837051e-05,21
6039,1.5174967373820147e-05,6
6040,3.2879095976610314e-05,13
6041,1.5174967373820147e-05,6
6042,4.552490212146044e-05,18
6043,1.2645806144850122e-05,5
6044,2.276245106073022e-05,9
6045,3.0349934747640294e-05,12
6046,4.552490212146044e-05,18
6047,2.0233289831760196e-05,8
6048,1.5174967373820147e-05,6
6049,1.0116644915880098e-05,4
6050,1.7704128602790172e-05,7
6051,1.0116644915880098e-05,4
6052,1.7704128602790172e-05,7
6053,6.069986949528059e-05,24
6054,1.7704128602790172e-05,7
6055,3.0349934747640294e-05,12
6056,4.046657966352039e-05,16
6057,2.0233289831760196e-05,8
6058,3.5408257205580345e-05,14
6059,2.7820773518670267e-05,11
6060,3.793741843455037e-05,15
6061,2.7820773518670267e-05,11
6062,3.2879095976610314e-05,13
6063,3.2879095976610314e-05,13
6064,2.5291612289700243e-05,10
6065,3.793741843455037e-05,15
6066,3.2879095976610314e-05,13
6067,2.5291612289700245e-06,1
6068,2.7820773518670267e-05,11
6069,3.2879095976610314e-05,13
6070,7.334567564013071e-05,29
6071,7.5874836869100735e-06,3
6072,1.7704128602790172e-05,7
6073,4.805406335043046e-05,19
6074,1.2645806144850122e-05,5
6075,4.2995740892490416e-05,17
6076,5.817070826631056e-05,23
6077,7.5874836869100735e-06,3
6078,3.5408257205580345e-05,14
6079,1.7704128602790172e-05,7
6080,7.5874836869100735e-06,3
6081,3.793741843455037e-05,15
6082,3.0349934747640294e-05,12
6083,4.552490212146044e-05,18
6084,3.5408257205580345e-05,14
6085,1.0116644915880098e-05,4
6086,1.2645806144850122e-05,5
6087,3.5408257205580345e-05,14
6088,3.2879095976610314e-05,13
6089,1.5174967373820147e-05,6
6090,2.276245106073022e-05,9
6091,4.552490212146044e-05,18
6092,2.5291612289700243e-05,10
6093,1.0116644915880098e-05,4
6094,1.5174967373820147e-05,6
6095,4.046657966352039e-05,16
6096,3.793741843455037e-05,15
6097,3.0349934747640294e-05,12
6098,5.058322457940049e-06,2
6099,1.5174967373820147e-05,6
6100,8.852064301395085e-05,35
6101,4.046657966352039e-05,16
6102,4.805406335043046e-05,19
6103,4.046657966352039e-05,16
6104,2.7820773518670267e-05,11
6105,4.2995740892490416e-05,17
6106,7.5874836869100735e-06,3
6107,2.7820773518670267e-05,11
6108,3.793741843455037e-05,15
6109,5.5641547037340534e-05,22
6110,2.7820773518670267e-05,11
6111,3.793741843455037e-05,15
6112,1.7704128602790172e-05,7
6113,7.081651441116069e-05,28
6114,4.552490212146044e-05,18
6115,5.0583224579400486e-05,20
6116,4.046657966352039e-05,16
6117,2.0233289831760196e-05,8
6118,4.2995740892490416e-05,17
6119,2.5291612289700243e-05,10
6120,1.5174967373820147e-05,6
6121,6.575819195322063e-05,26
6122,3.793741843455037e-05,15
6123,3.0349934747640294e-05,12
6124,4.2995740892490416e-05,17
6125,5.0583224579400486e-05,20
6126,1.7704128602790172e-05,7
6127,3.0349934747640294e-05,12
6128,1.7704128602790172e-05,7
6129,1.5174967373820147e-05,6
6130,5.5641547037340534e-05,22
6131,1.2645806144850122e-05,5
6132,9.104980424292088e-05,36
6133,2.5291612289700243e-05,10
6134,2.5291612289700243e-05,10
6135,1.2645806144850122e-05,5
6136,8.346232055601081e-05,33
6137,2.5291612289700243e-05,10
6138,3.5408257205580345e-05,14
6139,1.7704128602790172e-05,7
6140,2.5291612289700243e-05,10
6141,1.5174967373820147e-05,6
6142,1.7704128602790172e-05,7
6143,7.5874836869100735e-06,3
6144,2.5291612289700245e-06,1
6145,3.793741843455037e-05,15
6146,3.2879095976610314e-05,13
6147,7.334567564013071e-05,29
6148,3.2879095976610314e-05,13
6149,1.2645806144850122e-05,5
6150,6.32290307242506e-05,25
6151,1.0116644915880098e-05,4
6152,7.5874836869100735e-06,3
6153,2.276245106073022e-05,9
6154,2.0233289831760196e-05,8
6155,5.058322457940049e-06,2
6156,1.2645806144850122e-05,5
6157,2.276245106073022e-05,9
6158,5.817070826631056e-05,23
6159,2.7820773518670267e-05,11
6160,5.0583224579400486e-05,20
6161,4.805406335043046e-05,19
6162,3.793741843455037e-05,15
6163,5.311238580837051e-05,21
6164,2.276245106073022e-05,9
6165,3.0349934747640294e-05,12
6166,4.2995740892490416e-05,17
6167,3.793741843455037e-05,15
6168,1.2645806144850122e-05,5
6169,1.2645806144850122e-05,5
6170,1.5174967373820147e-05,6
6171,8.852064301395085e-05,35
6172,2.276245106073022e-05,9
6173,2.5291612289700243e-05,10
6174,5.817070826631056e-05,23
6175,1.2645806144850122e-05,5
6176,3.0349934747640294e-05,12
6177,2.5291612289700243e-05,10
6178,5.817070826631056e-05,23
6179,7.5874836869100735e-06,3
6180,2.7820773518670267e-05,11
6181,1.2645806144850122e-05,5
6182,5.817070826631056e-05,23
6183,1.7704128602790172e-05,7
6184,2.276245106073022e-05,9
6185,3.5408257205580345e-05,14
6186,2.0233289831760196e-05,8
6187,2.276245106073022e-05,9
6188,2.7820773518670267e-05,11
6189,5.311238580837051e-05,21
6190,1.7704128602790172e-05,7
6191,2.0233289831760196e-05,8
6192,3.2879095976610314e-05,13
6193,3.2879095976610314e-05,13
6194,4.2995740892490416e-05,17
6195,6.069986949528059e-05,24
6196,7.081651441116069e-05,28
6197,2.0233289831760196e-05,8
6198,3.5408257205580345e-05,14
6199,2.5291612289700243e-05,10
6200,4.2995740892490416e-05,17
6201,2.0233289831760196e-05,8
6202,7.5874836869100735e-06,3
6203,3.5408257205580345e-05,14
6204,5.058322457940049e-06,2
6205,2.0233289831760196e-05,8
6206,2.276245106073022e-05,9
6207,5.5641547037340534e-05,22
6208,6.575819195322063e-05,26
6209,1.0116644915880098e-05,4
6210,2.276245106073022e-05,9
6211,3.5408257205580345e-05,14
6212,3.2879095976610314e-05,13
6213,3.793741843455037e-05,15
6214,2.5291612289700243e-05,10
6215,1.0116644915880098e-05,4
6216,2.0233289831760196e-05,8
6217,3.5408257205580345e-05,14
6218,5.0583224579400486e-05,20
6219,6.575819195322063e-05,26
6220,1.7704128602790172e-05,7
6221,3.0349934747640294e-05,12
6222,2.0233289831760196e-05,8
6223,7.587483686910074e-05,30
6224,1.2645806144850122e-05,5
6225,3.0349934747640294e-05,12
6226,4.2995740892490416e-05,17
6227,2.7820773518670267e-05,11
6228,1.7704128602790172e-05,7
6229,3.5408257205580345e-05,14
6230,3.793741843455037e-05,15
6231,3.2879095976610314e-05,13
6232,3.5408257205580345e-05,14
6233,2.5291612289700243e-05,10
6234,3.5408257205580345e-05,14
6235,2.276245106073022e-05,9
6236,4.805406335043046e-05,19
6237,3.5408257205580345e-05,14
6238,5.311238580837051e-05,21
6239,3.793741843455037e-05,15
6240,4.2995740892490416e-05,17
6241,2.7820773518670267e-05,11
6242,1.7704128602790172e-05,7
6243,4.2995740892490416e-05,17
6244,2.0233289831760196e-05,8
6245,3.5408257205580345e-05,14
6246,7.081651441116069e-05,28
6247,4.805406335043046e-05,19
6248,3.5408257205580345e-05,14
6249,3.793741843455037e-05,15
6250,1.7704128602790172e-05,7
6251,2.5291612289700243e-05,10
6252,2.276245106073022e-05,9
6253,2.7820773518670267e-05,11
6254,3.2879095976610314e-05,13
6255,3.0349934747640294e-05,12
6256,2.0233289831760196e-05,8
6257,6.575819195322063e-05,26
6258,4.805406335043046e-05,19
6259,4.552490212146044e-05,18
6260,1.7704128602790172e-05,7
6261,4.046657966352039e-05,16
6262,4.805406335043046e-05,19
6263,3.793741843455037e-05,15
6264,6.32290307242506e-05,25
6265,4.805406335043046e-05,19
6266,4.805406335043046e-05,19
6267,3.0349934747640294e-05,12
6268,3.0349934747640294e-05,12
6269,3.0349934747640294e-05,12
6270,3.0349934747640294e-05,12
6271,2.0233289831760196e-05,8
6272,2.5291612289700243e-05,10
6273,4.805406335043046e-05,19
6274,2.276245106073022e-05,9
6275,4.2995740892490416e-05,17
6276,1.5174967373820147e-05,6
6277,2.7820773518670267e-05,11
6278,4.805406335043046e-05,19
6279,5.817070826631056e-05,23
6280,3.793741843455037e-05,15
6281,5.058322457940049e-06,2
6282,5.0583224579400486e-05,20
6283,4.046657966352039e-05,16
6284,4.2995740892490416e-05,17
6285,1.2645806144850122e-05,5
6286,4.2995740892490416e-05,17
6287,4.552490212146044e-05,18
6288,1.5174967373820147e-05,6
6289,1.7704128602790172e-05,7
6290,3.0349934747640294e-05,12
6291,5.0583224579400486e-05,20
6292,4.046657966352039e-05,16
6293,3.2879095976610314e-05,13
6294,5.311238580837051e-05,21
6295,3.0349934747640294e-05,12
6296,3.0349934747640294e-05,12
6297,5.817070826631056e-05,23
6298,1.0116644915880098e-05,4
6299,2.276245106073022e-05,9
6300,6.575819195322063e-05,26
6301,2.276245106073022e-05,9
6302,7.5874836869100735e-06,3
6303,1.2645806144850122e-05,5
6304,6.575819195322063e-05,26
6305,4.805406335043046e-05,19
6306,5.058322457940049e-06,2
6307,3.0349934747640294e-05,12
6308,3.0349934747640294e-05,12
6309,7.5874836869100735e-06,3
6310,5.0583224579400486e-05,20
6311,3.2879095976610314e-05,13
6312,2.276245106073022e-05,9
6313,1.5174967373820147e-05,6
6314,5.817070826631056e-05,23
6315,7.5874836869100735e-06,3
6316,2.276245106073022e-05,9
6317,5.5641547037340534e-05,22
6318,5.058322457940049e-06,2
6319,3.2879095976610314e-05,13
6320,6.069986949528059e-05,24
6321,3.793741843455037e-05,15
6322,1.5174967373820147e-05,6
6323,4.805406335043046e-05,19
6324,4.552490212146044e-05,18
6325,4.552490212146044e-05,18
6326,5.311238580837051e-05,21
6327,6.32290307242506e-05,25
6328,5.311238580837051e-05,21
6329,2.7820773518670267e-05,11
6330,1.2645806144850122e-05,5
6331,2.276245106073022e-05,9
6332,2.0233289831760196e-05,8
6333,1.0116644915880098e-05,4
6334,2.7820773518670267e-05,11
6335,3.0349934747640294e-05,12
6336,3.5408257205580345e-05,14
6337,8.852064301395085e-05,35
6338,2.0233289831760196e-05,8
6339,2.276245106073022e-05,9
6340,3.2879095976610314e-05,13
6341,2.276245106073022e-05,9
6342,7.5874836869100735e-06,3
6343,2.7820773518670267e-05,11
6344,7.5874836869100735e-06,3
6345,4.2995740892490416e-05,17
6346,1.5174967373820147e-05,6
6347,3.793741843455037e-05,15
6348,4.046657966352039e-05,16
6349,4.2995740892490416e-05,17
6350,1.5174967373820147e-05,6
6351,4.046657966352039e-05,16
6352,2.276245106073022e-05,9
6353,1.0116644915880098e-05,4
6354,2.7820773518670267e-05,11
6355,2.5291612289700245e-06,1
6356,1.0116644915880098e-05,4
6357,4.046657966352039e-05,16
6358,7.840399809807076e-05,31
6359,3.793741843455037e-05,15
6360,4.2995740892490416e-05,17
6361,5.0583224579400486e-05,20
6362,6.32290307242506e-05,25
6363,3.5408257205580345e-05,14
6364,2.5291612289700243e-05,10
6365,2.5291612289700243e-05,10
6366,4.2995740892490416e-05,17
6367,5.817070826631056e-05,23
6368,5.058322457940049e-06,2
6369,3.2879095976610314e-05,13
6370,5.0583224579400486e-05,20
6371,2.5291612289700243e-05,10
6372,1.0116644915880098e-05,4
6373,2.7820773518670267e-05,11
6374,1.2645806144850122e-05,5
6375,6.575819195322063e-05,26
6376,4.046657966352039e-05,16
6377,4.2995740892490416e-05,17
6378,2.7820773518670267e-05,11
6379,7.5874836869100735e-06,3
6380,4.046657966352039e-05,16
6381,4.2995740892490416e-05,17
6382,3.0349934747640294e-05,12
6383,3.2879095976610314e-05,13
6384,2.5291612289700243e-05,10
6385,4.2995740892490416e-05,17
6386,5.058322457940049e-06,2
6387,2.276245106073022e-05,9
6388,2.276245106073022e-05,9
6389,1.2645806144850122e-05,5
6390,4.2995740892490416e-05,17
6391,5.5641547037340534e-05,22
6392,4.046657966352039e-05,16
6393,2.7820773518670267e-05,11
6394,2.5291612289700243e-05,10
6395,1.5174967373820147e-05,6
6396,6.069986949528059e-05,24
6397,2.5291612289700243e-05,10
6398,4.805406335043046e-05,19
6399,9.610812670086093e-05,38
6400,2.5291612289700243e-05,10
6401,3.5408257205580345e-05,14
6402,2.276245106073022e-05,9
6403,2.276245106073022e-05,9
6404,4.046657966352039e-05,16
6405,1.7704128602790172e-05,7
6406,3.5408257205580345e-05,14
6407,4.046657966352039e-05,16
6408,7.5874836869100735e-06,3
6409,2.276245106073022e-05,9
6410,5.311238580837051e-05,21
6411,3.5408257205580345e-05,14
6412,2.276245106073022e-05,9
6413,4.2995740892490416e-05,17
6414,1.2645806144850122e-05,5
6415,3.793741843455037e-05,15
6416,3.2879095976610314e-05,13
6417,6.069986949528059e-05,24
6418,1.5174967373820147e-05,6
6419,1.2645806144850122e-05,5
6420,5.5641547037340534e-05,22
6421,1.7704128602790172e-05,7
6422,4.805406335043046e-05,19
6423,1.2645806144850122e-05,5
6424,3.5408257205580345e-05,14
6425,3.793741843455037e-05,15
6426,4.805406335043046e-05,19
6427,2.7820773518670267e-05,11
6428,5.058322457940049e-06,2
6429,4.2995740892490416e-05,17
6430,7.5874836869100735e-06,3
6431,2.5291612289700243e-05,10
6432,4.046657966352039e-05,16
6433,5.5641547037340534e-05,22
6434,7.840399809807076e-05,31
6435,4.046657966352039e-05,16
6436,2.7820773518670267e-05,11
6437,2.7820773518670267e-05,11
6438,1.7704128602790172e-05,7
6439,1.2645806144850122e-05,5
6440,1.7704128602790172e-05,7
6441,5.0583224579400486e-05,20
6442,5.311238580837051e-05,21
6443,3.2879095976610314e-05,13
6444,4.046657966352039e-05,16
6445,4.805406335043046e-05,19
6446,4.552490212146044e-05,18
6447,3.2879095976610314e-05,13
6448,5.058322457940049e-06,2
6449,4.2995740892490416e-05,17
6450,5.058322457940049e-06,2
6451,3.2879095976610314e-05,13
6452,5.311238580837051e-05,21
6453,3.793741843455037e-05,15
6454,1.2645806144850122e-05,5
6455,4.552490212146044e-05,18
6456,2.0233289831760196e-05,8
6457,2.7820773518670267e-05,11
6458,2.276245106073022e-05,9
6459,2.7820773518670267e-05,11
6460,3.793741843455037e-05,15
6461,4.805406335043046e-05,19
6462,1.7704128602790172e-05,7
6463,5.817070826631056e-05,23
6464,1.2645806144850122e-05,5
6465,5.817070826631056e-05,23
6466,2.7820773518670267e-05,11
6467,1.7704128602790172e-05,7
6468,4.805406335043046e-05,19
6469,5.0583224579400486e-05,20
6470,7.5874836869100735e-06,3
6471,5.0583224579400486e-05,20
6472,2.5291612289700243e-05,10
6473,1.2645806144850122e-05,5
6474,1.2645806144850122e-05,5
6475,3.5408257205580345e-05,14
6476,3.2879095976610314e-05,13
6477,7.5874836869100735e-06,3
6478,2.5291612289700245e-06,1
6479,4.2995740892490416e-05,17
6480,5.0583224579400486e-05,20
6481,1.5174967373820147e-05,6
6482,2.7820773518670267e-05,11
6483,2.7820773518670267e-05,11
6484,1.2645806144850122e-05,5
6485,4.805406335043046e-05,19
6486,3.0349934747640294e-05,12
6487,7.587483686910074e-05,30
6488,1.2645806144850122e-05,5
6489,2.276245106073022e-05,9
6490,3.5408257205580345e-05,14
6491,1.7704128602790172e-05,7
6492,1.0116644915880098e-05,4
6493,3.793741843455037e-05,15
6494,6.828735318219065e-05,27
6495,3.0349934747640294e-05,12
6496,2.5291612289700245e-06,1
6497,2.276245106073022e-05,9
6498,2.7820773518670267e-05,11
6499,1.0116644915880098e-05,4
6500,1.2645806144850122e-05,5
6501,7.5874836869100735e-06,3
6502,7.5874836869100735e-06,3
6503,4.2995740892490416e-05,17
6504,2.0233289831760196e-05,8
6505,1.0116644915880098e-05,4
6506,4.046657966352039e-05,16
6507,2.5291612289700243e-05,10
6508,1.5174967373820147e-05,6
6509,5.311238580837051e-05,21
6510,2.5291612289700243e-05,10
6511,2.276245106073022e-05,9
6512,5.5641547037340534e-05,22
6513,1.5174967373820147e-05,6
6514,2.7820773518670267e-05,11
6515,7.5874836869100735e-06,3
6516,3.5408257205580345e-05,14
6517,3.5408257205580345e-05,14
6518,3.5408257205580345e-05,14
6519,4.046657966352039e-05,16
6520,1.7704128602790172e-05,7
6521,2.5291612289700243e-05,10
6522,3.2879095976610314e-05,13
6523,3.2879095976610314e-05,13
6524,3.793741843455037e-05,15
6525,3.793741843455037e-05,15
6526,2.5291612289700243e-05,10
6527,3.5408257205580345e-05,14
6528,9.104980424292088e-05,36
6529,4.046657966352039e-05,16
6530,2.0233289831760196e-05,8
6531,1.2645806144850122e-05,5
6532,4.552490212146044e-05,18
6533,2.5291612289700245e-06,1
6534,2.0233289831760196e-05,8
6535,3.5408257205580345e-05,14
6536,1.2645806144850122e-05,5
6537,2.0233289831760196e-05,8
6538,2.276245106073022e-05,9
6539,3.2879095976610314e-05,13
6540,2.7820773518670267e-05,11
6541,6.828735318219065e-05,27
6542,3.0349934747640294e-05,12
6543,2.0233289831760196e-05,8
6544,2.276245106073022e-05,9
6545,4.552490212146044e-05,18
6546,7.5874836869100735e-06,3
6547,7.5874836869100735e-06,3
6548,1.2645806144850122e-05,5
6549,3.2879095976610314e-05,13
6550,3.2879095976610314e-05,13
6551,4.805406335043046e-05,19
6552,2.7820773518670267e-05,11
6553,3.5408257205580345e-05,14
6554,6.32290307242506e-05,25
6555,3.5408257205580345e-05,14
6556,3.2879095976610314e-05,13
6557,2.5291612289700243e-05,10
6558,3.793741843455037e-05,15
6559,4.2995740892490416e-05,17
6560,5.058322457940049e-06,2
6561,4.552490212146044e-05,18
6562,1.7704128602790172e-05,7
6563,4.552490212146044e-05,18
6564,5.817070826631056e-05,23
6565,3.2879095976610314e-05,13
6566,2.5291612289700243e-05,10
6567,1.0116644915880098e-05,4
6568,5.817070826631056e-05,23
6569,1.2645806144850122e-05,5
6570,7.587483686910074e-05,30
6571,6.828735318219065e-05,27
6572,4.552490212146044e-05,18
6573,1.2645806144850122e-05,5
6574,5.058322457940049e-06,2
6575,2.276245106073022e-05,9
6576,1.7704128602790172e-05,7
6577,2.5291612289700243e-05,10
6578,2.7820773518670267e-05,11
6579,5.5641547037340534e-05,22
6580,2.5291612289700243e-05,10
6581,4.805406335043046e-05,19
6582,3.0349934747640294e-05,12
6583,7.5874836869100735e-06,3
6584,7.5874836869100735e-06,3
6585,4.046657966352039e-05,16
6586,3.0349934747640294e-05,12
6587,3.0349934747640294e-05,12
6588,2.276245106073022e-05,9
6589,4.552490212146044e-05,18
6590,5.058322457940049e-06,2
6591,3.2879095976610314e-05,13
6592,4.805406335043046e-05,19
6593,7.587483686910074e-05,30
6594,3.0349934747640294e-05,12
6595,7.5874836869100735e-06,3
6596,1.7704128602790172e-05,7
6597,3.793741843455037e-05,15
6598,3.5408257205580345e-05,14
6599,7.5874836869100735e-06,3
6600,4.552490212146044e-05,18
6601,2.7820773518670267e-05,11
6602,4.046657966352039e-05,16
6603,5.311238580837051e-05,21
6604,1.5174967373820147e-05,6
6605,5.0583224579400486e-05,20
6606,4.805406335043046e-05,19
6607,3.2879095976610314e-05,13
6608,4.2995740892490416e-05,17
6609,6.069986949528059e-05,24
6610,3.793741843455037e-05,15
6611,2.7820773518670267e-05,11
6612,7.5874836869100735e-06,3
6613,5.311238580837051e-05,21
6614,2.276245106073022e-05,9
6615,3.0349934747640294e-05,12
6616,4.805406335043046e-05,19
6617,4.2995740892490416e-05,17
6618,7.5874836869100735e-06,3
6619,5.0583224579400486e-05,20
6620,1.0116644915880098e-05,4
6621,1.7704128602790172e-05,7
6622,1.7704128602790172e-05,7
