class,probability,count
14513,1.0116644915880098e-05,4
14514,3.0349934747640294e-05,12
14515,3.5408257205580345e-05,14
14516,2.5291612289700243e-05,10
14517,1.0116644915880098e-05,4
14518,4.046657966352039e-05,16
14519,4.046657966352039e-05,16
14520,1.7704128602790172e-05,7
14521,5.0583224579400486e-05,20
14522,1.2645806144850122e-05,5
14523,2.276245106073022e-05,9
14524,6.069986949528059e-05,24
14525,2.5291612289700243e-05,10
14526,6.828735318219065e-05,27
14527,1.2645806144850122e-05,5
14528,3.793741843455037e-05,15
14529,1.7704128602790172e-05,7
14530,1.7704128602790172e-05,7
14531,1.7704128602790172e-05,7
14532,2.0233289831760196e-05,8
14533,2.0233289831760196e-05,8
14534,8.346232055601081e-05,33
14535,3.5408257205580345e-05,14
14536,2.5291612289700243e-05,10
14537,7.334567564013071e-05,29
14538,5.817070826631056e-05,23
14539,4.552490212146044e-05,18
14540,3.0349934747640294e-05,12
14541,1.0116644915880098e-05,4
14542,2.276245106073022e-05,9
14543,7.840399809807076e-05,31
14544,4.046657966352039e-05,16
14545,4.046657966352039e-05,16
14546,3.5408257205580345e-05,14
14547,3.0349934747640294e-05,12
14548,1.2645806144850122e-05,5
14549,5.817070826631056e-05,23
14550,1.5174967373820147e-05,6
14551,7.587483686910074e-05,30
14552,2.5291612289700243e-05,10
14553,2.0233289831760196e-05,8
14554,1.5174967373820147e-05,6
14555,1.5174967373820147e-05,6
14556,3.793741843455037e-05,15
14557,5.058322457940049e-06,2
14558,6.32290307242506e-05,25
14559,1.0116644915880098e-05,4
14560,7.5874836869100735e-06,3
14561,2.5291612289700243e-05,10
14562,3.0349934747640294e-05,12
14563,2.5291612289700243e-05,10
14564,3.793741843455037e-05,15
14565,1.0116644915880098e-05,4
14566,5.0583224579400486e-05,20
14567,5.058322457940049e-06,2
14568,4.805406335043046e-05,19
14569,2.0233289831760196e-05,8
14570,5.5641547037340534e-05,22
14571,5.817070826631056e-05,23
14572,2.0233289831760196e-05,8
14573,1.5174967373820147e-05,6
14574,5.5641547037340534e-05,22
14575,1.0116644915880098e-05,4
14576,3.793741843455037e-05,15
14577,3.0349934747640294e-05,12
14578,1.2645806144850122e-05,5
14579,1.0116644915880098e-05,4
14580,1.5174967373820147e-05,6
14581,2.0233289831760196e-05,8
14582,3.793741843455037e-05,15
14583,2.7820773518670267e-05,11
14584,3.2879095976610314e-05,13
14585,2.276245106073022e-05,9
14586,2.5291612289700245e-06,1
14587,6.32290307242506e-05,25
14588,3.0349934747640294e-05,12
14589,6.069986949528059e-05,24
14590,3.5408257205580345e-05,14
14591,1.0116644915880098e-05,4
14592,2.7820773518670267e-05,11
14593,2.276245106073022e-05,9
14594,2.0233289831760196e-05,8
14595,7.5874836869100735e-06,3
14596,1.5174967373820147e-05,6
14597,4.2995740892490416e-05,17
14598,5.817070826631056e-05,23
14599,3.2879095976610314e-05,13
14600,1.0116644915880098e-05,4
14601,3.0349934747640294e-05,12
14602,2.0233289831760196e-05,8
14603,3.0349934747640294e-05,12
14604,3.0349934747640294e-05,12
14605,2.7820773518670267e-05,11
14606,2.276245106073022e-05,9
14607,4.046657966352039e-05,16
14608,1.5174967373820147e-05,6
14609,2.0233289831760196e-05,8
14610,4.046657966352039e-05,16
14611,2.0233289831760196e-05,8
14612,3.0349934747640294e-05,12
14613,1.7704128602790172e-05,7
14614,2.276245106073022e-05,9
14615,4.046657966352039e-05,16
14616,6.069986949528059e-05,24
14617,3.0349934747640294e-05,12
14618,1.7704128602790172e-05,7
14619,1.2645806144850122e-05,5
14620,1.5174967373820147e-05,6
14621,2.0233289831760196e-05,8
14622,7.5874836869100735e-06,3
14623,3.0349934747640294e-05,12
14624,2.7820773518670267e-05,11
14625,3.2879095976610314e-05,13
14626,4.552490212146044e-05,18
14627,3.0349934747640294e-05,12
14628,3.793741843455037e-05,15
14629,1.2645806144850122e-05,5
14630,4.552490212146044e-05,18
14631,3.793741843455037e-05,15
14632,5.5641547037340534e-05,22
14633,3.2879095976610314e-05,13
14634,1.7704128602790172e-05,7
14635,1.7704128602790172e-05,7
14636,4.2995740892490416e-05,17
14637,1.2645806144850122e-05,5
14638,7.5874836869100735e-06,3
14639,1.7704128602790172e-05,7
14640,2.276245106073022e-05,9
14641,1.7704128602790172e-05,7
14642,4.552490212146044e-05,18
14643,7.081651441116069e-05,28
14644,6.575819195322063e-05,26
14645,3.5408257205580345e-05,14
14646,4.552490212146044e-05,18
14647,1.5174967373820147e-05,6
14648,1.5174967373820147e-05,6
14649,3.0349934747640294e-05,12
14650,5.817070826631056e-05,23
14651,2.0233289831760196e-05,8
14652,2.276245106073022e-05,9
14653,4.046657966352039e-05,16
14654,5.058322457940049e-06,2
14655,4.805406335043046e-05,19
14656,4.046657966352039e-05,16
14657,1.7704128602790172e-05,7
14658,3.793741843455037e-05,15
14659,1.0116644915880098e-05,4
14660,5.817070826631056e-05,23
14661,2.7820773518670267e-05,11
14662,4.046657966352039e-05,16
14663,4.805406335043046e-05,19
14664,3.793741843455037e-05,15
14665,3.793741843455037e-05,15
14666,3.5408257205580345e-05,14
14667,6.828735318219065e-05,27
14668,2.276245106073022e-05,9
14669,3.793741843455037e-05,15
14670,3.2879095976610314e-05,13
14671,5.0583224579400486e-05,20
14672,5.5641547037340534e-05,22
14673,6.828735318219065e-05,27
14674,3.0349934747640294e-05,12
14675,1.5174967373820147e-05,6
14676,2.5291612289700245e-06,1
14677,2.7820773518670267e-05,11
14678,3.793741843455037e-05,15
14679,2.5291612289700243e-05,10
14680,4.2995740892490416e-05,17
14681,1.5174967373820147e-05,6
14682,1.5174967373820147e-05,6
14683,1.2645806144850122e-05,5
14684,2.5291612289700243e-05,10
14685,1.7704128602790172e-05,7
14686,4.2995740892490416e-05,17
14687,4.805406335043046e-05,19
14688,1.0116644915880098e-05,4
14689,3.793741843455037e-05,15
14690,3.0349934747640294e-05,12
14691,1.7704128602790172e-05,7
14692,5.0583224579400486e-05,20
14693,2.0233289831760196e-05,8
14694,2.276245106073022e-05,9
14695,3.2879095976610314e-05,13
14696,1.0116644915880098e-05,4
14697,6.069986949528059e-05,24
14698,3.2879095976610314e-05,13
14699,5.311238580837051e-05,21
14700,6.32290307242506e-05,25
14701,3.5408257205580345e-05,14
14702,2.5291612289700245e-06,1
14703,3.0349934747640294e-05,12
14704,5.0583224579400486e-05,20
14705,5.5641547037340534e-05,22
14706,4.552490212146044e-05,18
14707,3.793741843455037e-05,15
14708,2.5291612289700243e-05,10
14709,2.7820773518670267e-05,11
14710,4.552490212146044e-05,18
14711,1.7704128602790172e-05,7
14712,3.793741843455037e-05,15
14713,2.276245106073022e-05,9
14714,2.0233289831760196e-05,8
14715,1.0116644915880098e-05,4
14716,7.5874836869100735e-06,3
14717,1.2645806144850122e-05,5
14718,3.2879095976610314e-05,13
14719,1.0116644915880098e-05,4
14720,2.7820773518670267e-05,11
14721,2.5291612289700243e-05,10
14722,3.2879095976610314e-05,13
14723,4.2995740892490416e-05,17
14724,1.0116644915880098e-05,4
14725,6.069986949528059e-05,24
14726,4.046657966352039e-05,16
14727,3.5408257205580345e-05,14
14728,3.0349934747640294e-05,12
14729,2.7820773518670267e-05,11
14730,5.311238580837051e-05,21
14731,1.0116644915880098e-05,4
14732,3.5408257205580345e-05,14
14733,3.2879095976610314e-05,13
14734,7.5874836869100735e-06,3
14735,4.552490212146044e-05,18
14736,3.5408257205580345e-05,14
14737,2.276245106073022e-05,9
14738,1.0116644915880098e-05,4
14739,3.793741843455037e-05,15
14740,1.0116644915880098e-05,4
14741,4.046657966352039e-05,16
14742,5.5641547037340534e-05,22
14743,5.058322457940049e-06,2
14744,3.5408257205580345e-05,14
14745,2.0233289831760196e-05,8
14746,6.575819195322063e-05,26
14747,3.5408257205580345e-05,14
14748,7.5874836869100735e-06,3
14749,2.276245106073022e-05,9
14750,1.0116644915880098e-05,4
14751,7.5874836869100735e-06,3
14752,2.0233289831760196e-05,8
14753,4.046657966352039e-05,16
14754,3.2879095976610314e-05,13
14755,2.7820773518670267e-05,11
14756,4.552490212146044e-05,18
14757,2.276245106073022e-05,9
14758,4.046657966352039e-05,16
14759,2.5291612289700243e-05,10
14760,1.2645806144850122e-05,5
14761,1.2645806144850122e-05,5
14762,4.805406335043046e-05,19
14763,6.32290307242506e-05,25
14764,2.7820773518670267e-05,11
14765,4.805406335043046e-05,19
14766,2.276245106073022e-05,9
14767,2.0233289831760196e-05,8
14768,3.2879095976610314e-05,13
14769,2.0233289831760196e-05,8
14770,4.805406335043046e-05,19
14771,4.805406335043046e-05,19
14772,4.805406335043046e-05,19
14773,6.575819195322063e-05,26
14774,2.7820773518670267e-05,11
14775,2.276245106073022e-05,9
14776,2.7820773518670267e-05,11
14777,3.2879095976610314e-05,13
14778,2.7820773518670267e-05,11
14779,4.046657966352039e-05,16
14780,2.276245106073022e-05,9
14781,3.793741843455037e-05,15
14782,4.2995740892490416e-05,17
14783,4.046657966352039e-05,16
14784,5.0583224579400486e-05,20
14785,3.2879095976610314e-05,13
14786,1.5174967373820147e-05,6
14787,2.0233289831760196e-05,8
14788,3.5408257205580345e-05,14
14789,4.805406335043046e-05,19
14790,2.276245106073022e-05,9
14791,5.817070826631056e-05,23
14792,2.5291612289700243e-05,10
14793,1.0116644915880098e-05,4
14794,4.046657966352039e-05,16
14795,4.2995740892490416e-05,17
14796,3.2879095976610314e-05,13
14797,3.5408257205580345e-05,14
14798,4.046657966352039e-05,16
14799,1.2645806144850122e-05,5
14800,5.311238580837051e-05,21
14801,2.5291612289700243e-05,10
14802,2.7820773518670267e-05,11
14803,1.0116644915880098e-05,4
14804,4.805406335043046e-05,19
14805,2.0233289831760196e-05,8
14806,3.0349934747640294e-05,12
14807,3.0349934747640294e-05,12
14808,1.7704128602790172e-05,7
14809,4.552490212146044e-05,18
14810,1.2645806144850122e-05,5
14811,1.7704128602790172e-05,7
14812,5.311238580837051e-05,21
14813,1.2645806144850122e-05,5
14814,2.7820773518670267e-05,11
14815,2.0233289831760196e-05,8
14816,1.5174967373820147e-05,6
14817,6.32290307242506e-05,25
14818,2.5291612289700243e-05,10
14819,1.2645806144850122e-05,5
14820,4.046657966352039e-05,16
14821,3.2879095976610314e-05,13
14822,4.2995740892490416e-05,17
14823,5.311238580837051e-05,21
14824,1.5174967373820147e-05,6
14825,0.000103695610387771,41
14826,3.793741843455037e-05,15
14827,1.2645806144850122e-05,5
14828,4.552490212146044e-05,18
14829,3.5408257205580345e-05,14
14830,3.2879095976610314e-05,13
14831,1.5174967373820147e-05,6
14832,4.046657966352039e-05,16
14833,5.5641547037340534e-05,22
14834,2.0233289831760196e-05,8
14835,4.2995740892490416e-05,17
14836,3.2879095976610314e-05,13
14837,3.793741843455037e-05,15
14838,5.817070826631056e-05,23
14839,1.7704128602790172e-05,7
14840,5.0583224579400486e-05,20
14841,3.5408257205580345e-05,14
14842,4.046657966352039e-05,16
14843,4.046657966352039e-05,16
14844,2.5291612289700243e-05,10
14845,3.0349934747640294e-05,12
14846,3.5408257205580345e-05,14
14847,5.058322457940049e-06,2
14848,5.058322457940049e-06,2
14849,2.276245106073022e-05,9
14850,3.793741843455037e-05,15
14851,2.7820773518670267e-05,11
14852,3.793741843455037e-05,15
14853,1.5174967373820147e-05,6
14854,1.0116644915880098e-05,4
14855,3.2879095976610314e-05,13
14856,5.058322457940049e-06,2
14857,4.2995740892490416e-05,17
14858,6.575819195322063e-05,26
14859,1.5174967373820147e-05,6
14860,5.058322457940049e-06,2
14861,4.046657966352039e-05,16
14862,3.5408257205580345e-05,14
14863,2.0233289831760196e-05,8
14864,3.2879095976610314e-05,13
14865,2.5291612289700243e-05,10
14866,6.828735318219065e-05,27
14867,3.2879095976610314e-05,13
14868,5.817070826631056e-05,23
14869,5.817070826631056e-05,23
14870,1.7704128602790172e-05,7
14871,2.7820773518670267e-05,11
14872,1.7704128602790172e-05,7
14873,5.817070826631056e-05,23
14874,7.5874836869100735e-06,3
14875,3.0349934747640294e-05,12
14876,1.0116644915880098e-05,4
14877,5.058322457940049e-06,2
14878,1.0116644915880098e-05,4
14879,7.5874836869100735e-06,3
14880,7.5874836869100735e-06,3
14881,5.058322457940049e-06,2
14882,5.817070826631056e-05,23
14883,4.552490212146044e-05,18
14884,4.805406335043046e-05,19
14885,7.334567564013071e-05,29
14886,2.7820773518670267e-05,11
14887,1.5174967373820147e-05,6
14888,1.2645806144850122e-05,5
14889,2.7820773518670267e-05,11
14890,1.0116644915880098e-05,4
14891,4.805406335043046e-05,19
14892,1.2645806144850122e-05,5
14893,2.5291612289700243e-05,10
14894,2.276245106073022e-05,9
14895,9.104980424292088e-05,36
14896,3.5408257205580345e-05,14
14897,3.793741843455037e-05,15
14898,4.046657966352039e-05,16
14899,2.0233289831760196e-05,8
14900,6.828735318219065e-05,27
14901,1.2645806144850122e-05,5
14902,2.7820773518670267e-05,11
14903,7.840399809807076e-05,31
14904,5.817070826631056e-05,23
14905,2.5291612289700243e-05,10
14906,1.0116644915880098e-05,4
14907,4.805406335043046e-05,19
14908,5.5641547037340534e-05,22
14909,7.334567564013071e-05,29
14910,3.0349934747640294e-05,12
14911,1.7704128602790172e-05,7
14912,7.5874836869100735e-06,3
14913,5.817070826631056e-05,23
14914,3.2879095976610314e-05,13
14915,4.046657966352039e-05,16
14916,1.2645806144850122e-05,5
14917,2.5291612289700243e-05,10
14918,2.0233289831760196e-05,8
14919,5.311238580837051e-05,21
14920,3.5408257205580345e-05,14
14921,1.7704128602790172e-05,7
14922,4.046657966352039e-05,16
14923,1.2645806144850122e-05,5
14924,5.311238580837051e-05,21
14925,2.0233289831760196e-05,8
14926,2.0233289831760196e-05,8
14927,3.0349934747640294e-05,12
14928,1.7704128602790172e-05,7
14929,2.7820773518670267e-05,11
14930,1.5174967373820147e-05,6
14931,1.5174967373820147e-05,6
14932,1.2645806144850122e-05,5
14933,2.7820773518670267e-05,11
14934,5.311238580837051e-05,21
14935,2.5291612289700243e-05,10
14936,2.0233289831760196e-05,8
14937,2.5291612289700243e-05,10
14938,3.793741843455037e-05,15
14939,1.7704128602790172e-05,7
14940,6.32290307242506e-05,25
14941,3.2879095976610314e-05,13
14942,4.805406335043046e-05,19
14943,6.069986949528059e-05,24
14944,2.5291612289700245e-06,1
14945,1.7704128602790172e-05,7
14946,7.5874836869100735e-06,3
14947,2.276245106073022e-05,9
14948,2.0233289831760196e-05,8
14949,3.0349934747640294e-05,12
14950,5.0583224579400486e-05,20
14951,1.7704128602790172e-05,7
14952,1.7704128602790172e-05,7
14953,2.276245106073022e-05,9
14954,2.276245106073022e-05,9
14955,1.7704128602790172e-05,7
14956,4.805406335043046e-05,19
14957,6.069986949528059e-05,24
14958,5.311238580837051e-05,21
14959,3.5408257205580345e-05,14
14960,2.7820773518670267e-05,11
14961,4.552490212146044e-05,18
14962,2.0233289831760196e-05,8
14963,1.7704128602790172e-05,7
14964,1.2645806144850122e-05,5
14965,4.805406335043046e-05,19
14966,7.5874836869100735e-06,3
14967,4.2995740892490416e-05,17
14968,4.805406335043046e-05,19
14969,1.0116644915880098e-05,4
14970,3.0349934747640294e-05,12
14971,7.587483686910074e-05,30
14972,1.7704128602790172e-05,7
14973,2.276245106073022e-05,9
14974,2.5291612289700243e-05,10
14975,2.0233289831760196e-05,8
14976,1.2645806144850122e-05,5
14977,5.058322457940049e-06,2
14978,1.7704128602790172e-05,7
14979,3.5408257205580345e-05,14
14980,5.058322457940049e-06,2
14981,3.793741843455037e-05,15
14982,1.5174967373820147e-05,6
14983,5.5641547037340534e-05,22
14984,7.334567564013071e-05,29
14985,2.276245106073022e-05,9
14986,2.0233289831760196e-05,8
14987,8.599148178498083e-05,34
14988,2.7820773518670267e-05,11
14989,2.7820773518670267e-05,11
14990,2.7820773518670267e-05,11
14991,4.805406335043046e-05,19
14992,2.7820773518670267e-05,11
14993,2.5291612289700245e-06,1
14994,7.5874836869100735e-06,3
14995,6.575819195322063e-05,26
14996,3.793741843455037e-05,15
14997,4.552490212146044e-05,18
14998,3.5408257205580345e-05,14
14999,1.2645806144850122e-05,5
15000,3.2879095976610314e-05,13
15001,5.5641547037340534e-05,22
15002,2.0233289831760196e-05,8
15003,4.805406335043046e-05,19
15004,2.7820773518670267e-05,11
15005,1.7704128602790172e-05,7
15006,3.793741843455037e-05,15
15007,6.069986949528059e-05,24
15008,3.0349934747640294e-05,12
15009,5.311238580837051e-05,21
15010,5.058322457940049e-06,2
15011,2.5291612289700245e-06,1
15012,4.046657966352039e-05,16
15013,4.2995740892490416e-05,17
15014,4.2995740892490416e-05,17
15015,2.0233289831760196e-05,8
15016,5.0583224579400486e-05,20
15017,3.5408257205580345e-05,14
15018,1.5174967373820147e-05,6
15019,3.793741843455037e-05,15
15020,3.0349934747640294e-05,12
15021,2.0233289831760196e-05,8
15022,6.575819195322063e-05,26
15023,2.276245106073022e-05,9
15024,3.0349934747640294e-05,12
15025,2.0233289831760196e-05,8
15026,2.0233289831760196e-05,8
15027,3.0349934747640294e-05,12
15028,2.0233289831760196e-05,8
15029,3.5408257205580345e-05,14
15030,3.793741843455037e-05,15
15031,3.0349934747640294e-05,12
15032,2.0233289831760196e-05,8
15033,3.0349934747640294e-05,12
15034,2.0233289831760196e-05,8
15035,7.840399809807076e-05,31
15036,5.5641547037340534e-05,22
15037,3.2879095976610314e-05,13
15038,1.7704128602790172e-05,7
15039,4.552490212146044e-05,18
15040,5.5641547037340534e-05,22
15041,3.2879095976610314e-05,13
15042,3.793741843455037e-05,15
15043,2.0233289831760196e-05,8
15044,3.0349934747640294e-05,12
15045,4.046657966352039e-05,16
15046,1.2645806144850122e-05,5
15047,3.793741843455037e-05,15
15048,3.0349934747640294e-05,12
15049,4.2995740892490416e-05,17
15050,5.058322457940049e-06,2
15051,1.5174967373820147e-05,6
15052,1.5174967373820147e-05,6
15053,2.5291612289700245e-06,1
15054,8.346232055601081e-05,33
15055,7.334567564013071e-05,29
15056,4.2995740892490416e-05,17
15057,4.2995740892490416e-05,17
15058,1.0116644915880098e-05,4
15059,9.610812670086093e-05,38
15060,2.5291612289700243e-05,10
15061,3.0349934747640294e-05,12
15062,5.0583224579400486e-05,20
15063,5.5641547037340534e-05,22
15064,3.0349934747640294e-05,12
15065,3.5408257205580345e-05,14
15066,4.805406335043046e-05,19
15067,1.5174967373820147e-05,6
15068,1.2645806144850122e-05,5
15069,4.552490212146044e-05,18
15070,7.081651441116069e-05,28
15071,3.2879095976610314e-05,13
15072,7.587483686910074e-05,30
15073,1.5174967373820147e-05,6
15074,4.046657966352039e-05,16
15075,2.5291612289700243e-05,10
15076,1.0116644915880098e-05,4
15077,1.7704128602790172e-05,7
15078,5.0583224579400486e-05,20
15079,2.276245106073022e-05,9
15080,4.2995740892490416e-05,17
15081,3.2879095976610314e-05,13
15082,2.276245106073022e-05,9
15083,4.046657966352039e-05,16
15084,5.311238580837051e-05,21
15085,2.7820773518670267e-05,11
15086,1.2645806144850122e-05,5
15087,5.058322457940049e-06,2
15088,1.0116644915880098e-05,4
15089,2.5291612289700243e-05,10
15090,3.2879095976610314e-05,13
15091,5.0583224579400486e-05,20
15092,1.7704128602790172e-05,7
15093,1.7704128602790172e-05,7
15094,6.32290307242506e-05,25
15095,3.5408257205580345e-05,14
15096,2.276245106073022e-05,9
15097,3.0349934747640294e-05,12
15098,3.0349934747640294e-05,12
15099,6.575819195322063e-05,26
15100,6.069986949528059e-05,24
15101,4.2995740892490416e-05,17
15102,1.0116644915880098e-05,4
15103,4.2995740892490416e-05,17
15104,1.5174967373820147e-05,6
15105,3.0349934747640294e-05,12
15106,1.7704128602790172e-05,7
15107,2.276245106073022e-05,9
15108,2.0233289831760196e-05,8
15109,7.081651441116069e-05,28
15110,2.276245106073022e-05,9
15111,2.7820773518670267e-05,11
15112,1.7704128602790172e-05,7
15113,3.0349934747640294e-05,12
15114,5.058322457940049e-06,2
15115,7.334567564013071e-05,29
15116,4.2995740892490416e-05,17
15117,2.5291612289700243e-05,10
15118,3.2879095976610314e-05,13
15119,1.7704128602790172e-05,7
15120,3.2879095976610314e-05,13
15121,2.276245106073022e-05,9
15122,5.0583224579400486e-05,20
15123,4.552490212146044e-05,18
15124,4.046657966352039e-05,16
15125,5.5641547037340534e-05,22
15126,2.0233289831760196e-05,8
15127,2.5291612289700243e-05,10
15128,1.7704128602790172e-05,7
15129,4.046657966352039e-05,16
15130,7.5874836869100735e-06,3
15131,2.0233289831760196e-05,8
15132,7.081651441116069e-05,28
15133,7.5874836869100735e-06,3
15134,3.5408257205580345e-05,14
15135,2.0233289831760196e-05,8
15136,3.0349934747640294e-05,12
15137,3.0349934747640294e-05,12
15138,5.817070826631056e-05,23
15139,4.552490212146044e-05,18
15140,6.828735318219065e-05,27
15141,5.058322457940049e-06,2
15142,2.5291612289700243e-05,10
15143,2.7820773518670267e-05,11
15144,8.852064301395085e-05,35
15145,4.552490212146044e-05,18
15146,2.5291612289700245e-06,1
15147,1.7704128602790172e-05,7
15148,2.0233289831760196e-05,8
15149,2.0233289831760196e-05,8
15150,2.276245106073022e-05,9
15151,2.5291612289700243e-05,10
15152,1.7704128602790172e-05,7
15153,3.5408257205580345e-05,14
15154,1.0116644915880098e-05,4
15155,2.7820773518670267e-05,11
15156,1.0116644915880098e-05,4
15157,2.0233289831760196e-05,8
15158,4.552490212146044e-05,18
15159,2.0233289831760196e-05,8
15160,2.276245106073022e-05,9
15161,1.2645806144850122e-05,5
15162,5.5641547037340534e-05,22
15163,1.5174967373820147e-05,6
15164,3.5408257205580345e-05,14
15165,1.5174967373820147e-05,6
15166,1.0116644915880098e-05,4
15167,2.276245106073022e-05,9
15168,2.0233289831760196e-05,8
15169,2.0233289831760196e-05,8
15170,4.805406335043046e-05,19
15171,1.5174967373820147e-05,6
15172,2.5291612289700243e-05,10
15173,5.0583224579400486e-05,20
15174,3.0349934747640294e-05,12
15175,2.0233289831760196e-05,8
15176,1.5174967373820147e-05,6
15177,1.2645806144850122e-05,5
15178,4.552490212146044e-05,18
15179,6.575819195322063e-05,26
15180,3.5408257205580345e-05,14
15181,0.000103695610387771,41
15182,1.0116644915880098e-05,4
15183,4.046657966352039e-05,16
15184,2.0233289831760196e-05,8
15185,1.5174967373820147e-05,6
15186,2.7820773518670267e-05,11
15187,5.058322457940049e-06,2
15188,2.0233289831760196e-05,8
15189,2.0233289831760196e-05,8
15190,3.2879095976610314e-05,13
15191,2.276245106073022e-05,9
15192,2.7820773518670267e-05,11
15193,1.7704128602790172e-05,7
15194,2.0233289831760196e-05,8
15195,1.0116644915880098e-05,4
15196,7.334567564013071e-05,29
15197,2.0233289831760196e-05,8
15198,1.2645806144850122e-05,5
15199,2.0233289831760196e-05,8
15200,3.793741843455037e-05,15
15201,6.575819195322063e-05,26
15202,3.0349934747640294e-05,12
15203,1.7704128602790172e-05,7
15204,1.2645806144850122e-05,5
15205,2.276245106073022e-05,9
15206,3.0349934747640294e-05,12
15207,3.5408257205580345e-05,14
15208,5.5641547037340534e-05,22
15209,3.793741843455037e-05,15
15210,7.5874836869100735e-06,3
15211,4.805406335043046e-05,19
15212,5.5641547037340534e-05,22
15213,3.0349934747640294e-05,12
15214,2.5291612289700245e-06,1
15215,1.2645806144850122e-05,5
15216,1.7704128602790172e-05,7
15217,1.2645806144850122e-05,5
15218,3.2879095976610314e-05,13
15219,1.0116644915880098e-05,4
15220,4.552490212146044e-05,18
15221,8.599148178498083e-05,34
15222,3.2879095976610314e-05,13
15223,1.0116644915880098e-05,4
15224,2.7820773518670267e-05,11
15225,3.2879095976610314e-05,13
15226,1.5174967373820147e-05,6
15227,5.817070826631056e-05,23
15228,2.7820773518670267e-05,11
15229,2.0233289831760196e-05,8
15230,1.5174967373820147e-05,6
15231,1.7704128602790172e-05,7
15232,4.046657966352039e-05,16
15233,5.5641547037340534e-05,22
15234,6.069986949528059e-05,24
15235,2.0233289831760196e-05,8
15236,1.5174967373820147e-05,6
15237,1.5174967373820147e-05,6
15238,5.0583224579400486e-05,20
15239,6.828735318219065e-05,27
15240,7.5874836869100735e-06,3
15241,2.5291612289700243e-05,10
15242,3.0349934747640294e-05,12
15243,3.793741843455037e-05,15
15244,3.793741843455037e-05,15
15245,4.2995740892490416e-05,17
15246,3.2879095976610314e-05,13
15247,3.2879095976610314e-05,13
15248,3.2879095976610314e-05,13
15249,1.2645806144850122e-05,5
15250,6.575819195322063e-05,26
15251,2.0233289831760196e-05,8
15252,1.5174967373820147e-05,6
15253,3.793741843455037e-05,15
15254,3.2879095976610314e-05,13
15255,4.552490212146044e-05,18
15256,1.0116644915880098e-05,4
15257,2.5291612289700245e-06,1
15258,4.552490212146044e-05,18
15259,5.0583224579400486e-05,20
15260,8.093315932704078e-05,32
15261,1.5174967373820147e-05,6
15262,3.0349934747640294e-05,12
15263,1.7704128602790172e-05,7
15264,1.5174967373820147e-05,6
15265,1.7704128602790172e-05,7
15266,1.0116644915880098e-05,4
15267,4.805406335043046e-05,19
15268,5.817070826631056e-05,23
15269,2.7820773518670267e-05,11
15270,1.7704128602790172e-05,7
15271,1.5174967373820147e-05,6
15272,3.793741843455037e-05,15
15273,2.7820773518670267e-05,11
15274,3.793741843455037e-05,15
15275,4.552490212146044e-05,18
15276,2.0233289831760196e-05,8
15277,5.058322457940049e-06,2
15278,2.7820773518670267e-05,11
15279,5.0583224579400486e-05,20
15280,3.2879095976610314e-05,13
15281,2.276245106073022e-05,9
15282,2.7820773518670267e-05,11
15283,4.552490212146044e-05,18
15284,1.0116644915880098e-05,4
15285,3.2879095976610314e-05,13
15286,3.0349934747640294e-05,12
15287,3.0349934747640294e-05,12
15288,2.5291612289700243e-05,10
15289,5.058322457940049e-06,2
15290,1.5174967373820147e-05,6
15291,1.7704128602790172e-05,7
15292,3.5408257205580345e-05,14
15293,7.840399809807076e-05,31
15294,2.0233289831760196e-05,8
15295,7.5874836869100735e-06,3
15296,2.5291612289700245e-06,1
15297,1.7704128602790172e-05,7
15298,1.2645806144850122e-05,5
15299,2.5291612289700245e-06,1
15300,1.0116644915880098e-05,4
15301,1.7704128602790172e-05,7
15302,2.276245106073022e-05,9
15303,3.0349934747640294e-05,12
15304,2.0233289831760196e-05,8
15305,7.5874836869100735e-06,3
15306,2.5291612289700243e-05,10
15307,4.046657966352039e-05,16
15308,3.5408257205580345e-05,14
15309,2.0233289831760196e-05,8
15310,2.276245106073022e-05,9
15311,3.5408257205580345e-05,14
15312,3.2879095976610314e-05,13
15313,2.0233289831760196e-05,8
15314,2.0233289831760196e-05,8
15315,1.5174967373820147e-05,6
15316,9.104980424292088e-05,36
15317,3.5408257205580345e-05,14
15318,2.276245106073022e-05,9
15319,7.5874836869100735e-06,3
15320,3.793741843455037e-05,15
15321,3.793741843455037e-05,15
15322,5.0583224579400486e-05,20
15323,5.0583224579400486e-05,20
15324,2.0233289831760196e-05,8
15325,1.5174967373820147e-05,6
15326,1.7704128602790172e-05,7
15327,2.0233289831760196e-05,8
15328,4.805406335043046e-05,19
15329,1.2645806144850122e-05,5
15330,2.276245106073022e-05,9
15331,2.0233289831760196e-05,8
15332,2.5291612289700243e-05,10
15333,2.5291612289700243e-05,10
15334,5.5641547037340534e-05,22
15335,2.5291612289700243e-05,10
15336,3.0349934747640294e-05,12
15337,3.2879095976610314e-05,13
15338,1.2645806144850122e-05,5
15339,2.0233289831760196e-05,8
15340,2.276245106073022e-05,9
15341,3.793741843455037e-05,15
15342,4.046657966352039e-05,16
15343,3.0349934747640294e-05,12
15344,1.2645806144850122e-05,5
15345,1.5174967373820147e-05,6
15346,4.046657966352039e-05,16
15347,5.0583224579400486e-05,20
15348,2.276245106073022e-05,9
15349,3.2879095976610314e-05,13
15350,2.276245106073022e-05,9
15351,1.2645806144850122e-05,5
15352,1.2645806144850122e-05,5
